Timestamp,Roll,Pitch,Yaw,EulerX,EulerY,EulerZ,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LinearAccX,LinearAccY,LinearAccZ,Pressure,Altitude+10,Piezo,Label
00:03:23:369,93.09,2.61,-132.6,93.09,-2.61,132.6,0.35,-0.64,-0.62,0.3,0.08,1,-0.1,-6.47,3.05,-5.25,-232.91,-437.52,-668.6,1.08,0.96,-0.05,1013.42,8.53,44,2
00:03:23:485,93.33,2.61,-132.62,93.33,-2.61,132.62,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.09,-6.65,2.81,-5.19,-213.65,-425.22,-677.07,1.09,0.94,-0.03,1013.44,8.43,43,2
00:03:23:600,93.54,2.63,-132.57,93.54,-2.63,132.57,0.35,-0.64,-0.62,0.3,0.1,0.98,-0.07,-7.02,2.56,-5.19,-225.91,-430.49,-671.99,1.09,0.94,-0.01,1013.45,8.33,43,2
00:03:23:716,93.55,2.55,-132.59,93.55,-2.55,132.59,0.35,-0.64,-0.62,0.3,0.09,1,-0.08,-6.53,2.93,-5.13,-238.17,-428.73,-670.3,1.09,0.95,-0.02,1013.44,8.42,43,2
00:03:23:831,93.44,2.63,-132.59,93.44,-2.63,132.59,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.09,-6.35,3.05,-5.25,-236.42,-437.52,-678.76,1.09,0.94,-0.03,1013.44,8.42,41,2
00:03:23:947,93.01,2.75,-132.6,93.01,-2.75,132.6,0.35,-0.64,-0.62,0.3,0.07,0.99,-0.1,-6.29,3.3,-5.13,-231.16,-421.7,-663.53,1.07,0.95,-0.05,1013.44,8.47,43,2
00:03:24:063,93,2.81,-132.58,93,-2.81,132.58,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.11,-6.35,3.11,-5.19,-225.91,-441.03,-675.38,1.08,0.94,-0.06,1013.45,8.39,41,2
00:03:24:179,93.08,2.76,-132.61,93.08,-2.76,132.61,0.35,-0.64,-0.62,0.3,0.08,1,-0.14,-6.41,3.17,-5.31,-231.16,-439.27,-666.91,1.08,0.95,-0.08,1013.44,8.38,42,2
00:03:24:295,93.31,2.73,-132.68,93.31,-2.73,132.68,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.09,-6.53,2.87,-5.19,-236.42,-434,-678.76,1.09,0.94,-0.04,1013.46,8.32,43,2
00:03:24:410,93.53,2.73,-132.69,93.53,-2.73,132.69,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.08,-6.65,2.69,-5.25,-225.91,-437.52,-661.83,1.09,0.94,-0.02,1013.46,8.35,43,2
00:03:24:526,93.72,2.65,-132.75,93.72,-2.65,132.75,0.35,-0.64,-0.61,0.3,0.09,0.99,-0.07,-6.53,2.99,-5.07,-232.91,-416.43,-678.76,1.09,0.94,0,1013.43,8.43,43,2
00:03:24:641,93.36,2.77,-132.59,93.36,-2.77,132.59,0.35,-0.64,-0.62,0.3,0.1,1,-0.09,-6.35,2.93,-5.25,-238.17,-439.27,-673.68,1.09,0.95,-0.03,1013.44,8.45,43,2
00:03:24:757,92.9,2.88,-132.63,92.9,-2.88,132.63,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.09,-6.53,3.11,-5.25,-222.41,-437.52,-668.6,1.09,0.94,-0.04,1013.43,8.55,41,2
00:03:24:873,92.55,2.95,-132.66,92.55,-2.95,132.66,0.35,-0.63,-0.62,0.3,0.09,0.98,-0.11,-6.59,3.05,-5.25,-227.66,-439.27,-677.07,1.09,0.93,-0.06,1013.42,8.64,41,2
00:03:24:989,92.63,2.91,-132.68,92.63,-2.91,132.68,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.11,-6.41,3.11,-5.19,-227.66,-432.25,-673.68,1.08,0.94,-0.07,1013.43,8.42,43,2
00:03:25:105,92.93,2.79,-132.66,92.93,-2.79,132.66,0.35,-0.64,-0.62,0.3,0.08,1,-0.11,-6.53,2.99,-5.19,-232.91,-426.97,-671.99,1.08,0.95,-0.06,1013.46,8.17,43,2
00:03:25:220,93.21,2.69,-132.63,93.21,-2.69,132.63,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.08,-6.71,2.81,-5.13,-238.17,-425.22,-670.3,1.09,0.94,-0.02,1013.47,8.18,44,2
00:03:25:346,92.73,2.8,-132.56,92.73,-2.8,132.56,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.09,-6.59,2.99,-5.31,-220.66,-418.19,-670.3,1.09,0.94,-0.04,1013.46,8.23,43,2
00:03:25:461,92.71,2.74,-132.48,92.71,-2.74,132.48,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.09,-6.47,3.11,-5.19,-222.41,-434,-675.38,1.09,0.94,-0.05,1013.45,8.29,44,2
00:03:25:577,92.86,2.8,-132.5,92.86,-2.8,132.5,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.11,-6.53,3.05,-5.19,-234.67,-428.73,-666.91,1.09,0.94,-0.06,1013.46,8.34,44,2
00:03:25:692,93.02,2.76,-132.52,93.02,-2.76,132.52,0.35,-0.64,-0.62,0.3,0.09,1,-0.13,-6.16,3.17,-5.19,-234.67,-432.25,-673.68,1.09,0.95,-0.08,1013.43,8.47,41,2
00:03:25:808,93.04,2.61,-132.54,93.04,-2.61,132.54,0.35,-0.64,-0.62,0.3,0.09,1,-0.14,-6.41,2.93,-5.25,-232.91,-430.49,-682.15,1.09,0.95,-0.08,1013.45,8.25,44,2
00:03:25:924,93.23,2.59,-132.52,93.23,-2.59,132.52,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.09,-6.65,2.75,-5.07,-224.16,-432.25,-670.3,1.08,0.95,-0.03,1013.46,8.22,42,2
00:03:26:040,93.31,2.72,-132.52,93.31,-2.72,132.52,0.35,-0.64,-0.62,0.3,0.1,0.99,-0.07,-6.71,2.81,-5.19,-243.42,-434,-668.6,1.1,0.94,-0.01,1013.44,8.31,44,2
00:03:26:156,93.17,2.79,-132.57,93.17,-2.79,132.57,0.35,-0.64,-0.62,0.3,0.1,0.99,-0.08,-6.65,2.81,-5.25,-241.67,-435.76,-670.3,1.1,0.94,-0.02,1013.45,8.33,43,2
00:03:26:271,93.06,2.83,-132.63,93.06,-2.83,132.63,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.08,-6.53,2.99,-5.19,-243.42,-444.55,-661.83,1.09,0.94,-0.02,1013.46,8.24,41,2
00:03:26:387,92.95,2.84,-132.74,92.95,-2.84,132.74,0.35,-0.64,-0.62,0.3,0.08,0.98,-0.11,-6.47,3.05,-5.19,-225.91,-434,-661.83,1.08,0.93,-0.06,1013.45,8.34,43,2
00:03:26:502,93.04,2.72,-132.77,93.04,-2.72,132.77,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.12,-6.1,3.11,-5.25,-239.92,-416.43,-678.76,1.08,0.95,-0.06,1013.44,8.37,43,2
00:03:26:618,93.35,2.7,-132.66,93.35,-2.7,132.66,0.35,-0.64,-0.62,0.3,0.09,1,-0.12,-6.23,3.05,-5.19,-243.42,-423.46,-671.99,1.08,0.95,-0.07,1013.46,8.32,44,2
00:03:26:734,93.43,2.68,-132.63,93.43,-2.68,132.63,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.09,-6.71,2.69,-5.13,-246.92,-426.97,-661.83,1.09,0.95,-0.03,1013.46,8.25,42,2
00:03:26:850,93.46,2.65,-132.66,93.46,-2.65,132.66,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.07,-6.65,2.87,-5.19,-222.41,-430.49,-675.38,1.09,0.94,-0.01,1013.45,8.23,43,2
00:03:26:966,93.32,2.6,-132.62,93.32,-2.6,132.62,0.35,-0.64,-0.62,0.3,0.1,0.99,-0.07,-6.71,2.75,-5.19,-225.91,-423.46,-682.15,1.1,0.95,-0.01,1013.46,8.3,43,2
00:03:27:081,93.08,2.65,-132.53,93.08,-2.65,132.53,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.07,-6.47,2.99,-5.19,-246.92,-437.52,-668.6,1.09,0.94,-0.01,1013.45,8.39,43,2
00:03:27:197,92.93,2.73,-132.6,92.93,-2.73,132.6,0.35,-0.64,-0.62,0.3,0.1,0.98,-0.09,-6.35,3.05,-5.19,-238.17,-432.25,-663.53,1.1,0.94,-0.04,1013.45,8.2,43,2
00:03:27:312,92.67,2.79,-132.63,92.67,-2.79,132.63,0.35,-0.63,-0.62,0.3,0.09,1,-0.11,-6.41,3.05,-5.19,-232.91,-441.03,-675.38,1.09,0.95,-0.06,1013.47,8.05,41,2
00:03:27:428,92.64,2.82,-132.62,92.64,-2.82,132.62,0.35,-0.63,-0.62,0.3,0.1,1,-0.13,-6.47,2.81,-5.25,-236.42,-419.95,-675.38,1.1,0.95,-0.09,1013.49,8.13,43,2
00:03:27:544,92.79,2.81,-132.55,92.79,-2.81,132.55,0.35,-0.63,-0.62,0.3,0.08,1,-0.1,-6.59,2.99,-5.19,-232.91,-444.55,-671.99,1.08,0.95,-0.05,1013.47,8.31,42,2
00:03:27:685,92.69,2.78,-132.62,92.69,-2.78,132.62,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.08,-6.65,3.05,-5.13,-236.42,-426.97,-668.6,1.08,0.94,-0.03,1013.45,8.36,44,2
00:03:27:801,93.02,2.72,-132.59,93.02,-2.72,132.59,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.08,-6.65,2.87,-5.13,-229.41,-437.52,-668.6,1.08,0.95,-0.03,1013.46,8.33,45,2
00:03:27:917,93.12,2.72,-132.59,93.12,-2.72,132.59,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.07,-6.47,3.05,-5.19,-231.16,-425.22,-683.84,1.08,0.94,-0.02,1013.44,8.33,44,2
00:03:28:064,93.1,2.84,-132.42,93.1,-2.84,132.42,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.12,-6.41,3.05,-5.13,-231.16,-425.22,-683.84,1.08,0.94,-0.06,1013.43,8.47,43,2
00:03:28:180,93.12,2.77,-132.38,93.12,-2.77,132.38,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.1,-6.41,3.05,-5.25,-229.41,-434,-675.38,1.08,0.94,-0.05,1013.45,8.32,41,2
00:03:28:296,93.04,2.75,-132.42,93.04,-2.75,132.42,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.12,-6.35,3.17,-5.13,-232.91,-437.52,-668.6,1.08,0.94,-0.06,1013.45,8.45,43,2
00:03:28:411,93.14,2.69,-132.5,93.14,-2.69,132.5,0.35,-0.64,-0.62,0.3,0.1,0.99,-0.12,-6.41,3.11,-5.13,-227.66,-428.73,-683.84,1.1,0.95,-0.07,1013.44,8.42,45,2
00:03:28:527,93.31,2.61,-132.48,93.31,-2.61,132.48,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.11,-6.65,2.87,-5.07,-239.92,-426.97,-671.99,1.09,0.95,-0.06,1013.44,8.33,43,2
00:03:28:642,93.56,2.56,-132.48,93.56,-2.56,132.48,0.35,-0.64,-0.61,0.3,0.09,0.99,-0.1,-6.53,2.81,-5.25,-232.91,-426.97,-671.99,1.09,0.95,-0.04,1013.45,8.39,42,2
00:03:28:758,93.67,2.56,-132.48,93.67,-2.56,132.48,0.35,-0.64,-0.61,0.3,0.09,1,-0.06,-6.41,2.81,-5.19,-246.92,-434,-682.15,1.09,0.95,0,1013.43,8.53,43,2
00:03:28:874,93.44,2.66,-132.48,93.44,-2.66,132.48,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.06,-6.59,2.93,-5.13,-224.16,-425.22,-670.3,1.09,0.94,0,1013.41,8.56,43,2
00:03:28:990,93.03,2.74,-132.48,93.03,-2.74,132.48,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.1,-6.29,3.17,-5.19,-245.17,-449.82,-673.68,1.09,0.94,-0.05,1013.44,8.4,43,2
00:03:29:106,93.03,2.75,-132.61,93.03,-2.75,132.61,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.11,-6.23,3.23,-5.31,-232.91,-441.03,-675.38,1.08,0.94,-0.06,1013.44,8.4,43,2
00:03:29:221,92.79,2.78,-132.66,92.79,-2.78,132.66,0.35,-0.63,-0.62,0.3,0.08,1,-0.11,-6.35,3.17,-5.19,-239.92,-437.52,-685.53,1.08,0.95,-0.06,1013.45,8.42,44,2
00:03:29:337,93.06,2.79,-132.6,93.06,-2.79,132.6,0.35,-0.64,-0.62,0.3,0.09,1,-0.1,-6.59,2.93,-5.07,-225.91,-426.97,-688.92,1.09,0.95,-0.05,1013.44,8.4,43,2
00:03:29:452,93.31,2.73,-132.49,93.31,-2.73,132.49,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.07,-6.65,2.87,-5.25,-236.42,-423.46,-678.76,1.08,0.94,-0.01,1013.44,8.42,43,2
00:03:29:568,93.38,2.75,-132.42,93.38,-2.75,132.42,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.05,-6.71,2.99,-5.13,-239.92,-419.95,-671.99,1.09,0.94,0,1013.45,8.28,43,2
00:03:29:684,93.23,2.82,-132.36,93.23,-2.82,132.36,0.35,-0.64,-0.62,0.3,0.1,1,-0.08,-6.29,2.99,-5.19,-232.91,-434,-685.53,1.1,0.95,-0.02,1013.45,8.43,41,2
00:03:29:800,92.93,2.84,-132.34,92.93,-2.84,132.34,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.07,-6.59,2.93,-5.19,-245.17,-425.22,-670.3,1.09,0.94,-0.02,1013.43,8.52,41,2
00:03:29:916,92.8,2.82,-132.31,92.8,-2.82,132.31,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.09,-6.41,3.05,-5.31,-241.67,-421.7,-673.68,1.08,0.94,-0.04,1013.43,8.44,43,2
00:03:30:031,92.81,2.76,-132.27,92.81,-2.76,132.27,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.1,-6.29,3.17,-5.19,-229.41,-423.46,-661.83,1.08,0.94,-0.05,1013.45,8.42,41,2
00:03:30:147,92.78,2.83,-132.31,92.78,-2.83,132.31,0.35,-0.63,-0.62,0.3,0.08,1,-0.11,-6.65,2.87,-5.25,-229.41,-441.03,-675.38,1.08,0.95,-0.06,1013.43,8.49,43,2
00:03:30:262,92.81,2.85,-132.36,92.81,-2.85,132.36,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.1,-6.71,2.75,-5.13,-232.91,-426.97,-685.53,1.09,0.94,-0.05,1013.44,8.48,43,2
00:03:30:388,92.57,2.82,-132.27,92.57,-2.82,132.27,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.09,-6.53,3.11,-5.25,-225.91,-426.97,-675.38,1.08,0.94,-0.04,1013.43,8.45,43,2
00:03:30:504,92.56,2.89,-132.24,92.56,-2.89,132.24,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.11,-6.23,3.36,-5.25,-239.92,-430.49,-678.76,1.08,0.94,-0.07,1013.42,8.59,41,2
00:03:30:620,92.5,2.96,-132.23,92.5,-2.96,132.23,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.12,-6.35,3.23,-5.13,-243.42,-437.52,-675.38,1.09,0.94,-0.08,1013.42,8.59,44,2
00:03:30:736,92.55,2.85,-132.26,92.55,-2.85,132.26,0.35,-0.63,-0.62,0.3,0.08,1,-0.09,-6.59,2.87,-5.19,-243.42,-426.97,-671.99,1.08,0.95,-0.05,1013.43,8.41,43,2
00:03:30:851,92.8,2.72,-132.25,92.8,-2.72,132.25,0.35,-0.63,-0.62,0.3,0.09,0.98,-0.07,-6.77,2.87,-5.25,-250.43,-419.95,-671.99,1.08,0.93,-0.02,1013.45,8.3,42,2
00:03:30:967,92.96,2.6,-132.29,92.96,-2.6,132.29,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.06,-6.47,3.05,-5.19,-241.67,-449.82,-663.53,1.08,0.95,-0.01,1013.45,8.32,45,2
00:03:31:082,92.82,2.76,-132.47,92.82,-2.76,132.47,0.35,-0.63,-0.62,0.3,0.09,1,-0.07,-6.47,3.17,-5.13,-246.92,-430.49,-665.22,1.09,0.95,-0.02,1013.45,8.37,43,2
00:03:31:198,92.65,2.85,-132.47,92.65,-2.85,132.47,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.06,-6.47,2.93,-5.19,-220.66,-435.76,-673.68,1.09,0.94,-0.02,1013.44,8.39,43,2
00:03:31:314,92.38,2.86,-132.43,92.38,-2.86,132.43,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.09,-6.35,3.11,-5.25,-224.16,-418.19,-666.91,1.09,0.94,-0.05,1013.45,8.37,43,2
00:03:31:430,92.36,2.79,-132.38,92.36,-2.79,132.38,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.11,-6.29,3.05,-5.25,-220.66,-439.27,-673.68,1.08,0.94,-0.07,1013.44,8.38,44,2
00:03:31:546,92.4,2.77,-132.41,92.4,-2.77,132.41,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.12,-6.53,2.87,-5.13,-232.91,-434,-688.92,1.09,0.94,-0.08,1013.44,8.43,45,2
00:03:31:661,92.42,2.78,-132.37,92.42,-2.78,132.37,0.35,-0.63,-0.62,0.3,0.1,0.98,-0.11,-6.77,2.87,-5.19,-238.17,-432.25,-660.14,1.1,0.94,-0.07,1013.43,8.59,41,2
00:03:31:777,92.68,2.73,-132.45,92.68,-2.73,132.45,0.35,-0.63,-0.62,0.3,0.09,1,-0.1,-6.59,2.69,-5.25,-231.16,-442.79,-677.07,1.09,0.95,-0.05,1013.44,8.43,43,2
00:03:31:892,92.82,2.67,-132.52,92.82,-2.67,132.52,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.07,-6.71,2.81,-5.25,-218.91,-441.03,-671.99,1.09,0.94,-0.02,1013.44,8.5,43,2
00:03:32:008,92.76,2.66,-132.55,92.76,-2.66,132.55,0.35,-0.63,-0.62,0.3,0.1,0.99,-0.07,-6.53,2.93,-5.19,-236.42,-434,-675.38,1.09,0.95,-0.03,1013.43,8.5,43,2
00:03:32:123,92.83,2.7,-132.53,92.83,-2.7,132.53,0.35,-0.63,-0.62,0.3,0.09,1,-0.08,-6.35,3.05,-5.19,-245.17,-425.22,-677.07,1.08,0.95,-0.03,1013.43,8.63,41,2
00:03:32:239,92.56,2.79,-132.45,92.56,-2.79,132.45,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.09,-6.53,3.17,-5.19,-238.17,-428.73,-673.68,1.09,0.94,-0.05,1013.42,8.51,41,2
00:03:32:355,92.6,2.82,-132.43,92.6,-2.82,132.43,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.12,-6.35,3.11,-5.19,-234.67,-432.25,-673.68,1.09,0.94,-0.08,1013.43,8.47,41,2
00:03:32:471,92.77,2.75,-132.44,92.77,-2.75,132.44,0.35,-0.63,-0.62,0.3,0.08,1,-0.11,-6.29,2.99,-5.19,-231.16,-446.3,-677.07,1.08,0.95,-0.06,1013.42,8.52,43,2
00:03:32:587,92.82,2.74,-132.52,92.82,-2.74,132.52,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.09,-6.77,2.93,-5.19,-241.67,-435.76,-677.07,1.07,0.94,-0.04,1013.42,8.48,41,2
00:03:32:714,92.47,2.88,-132.49,92.47,-2.88,132.49,0.35,-0.63,-0.62,0.3,0.09,1,-0.08,-6.41,3.05,-5.19,-231.16,-418.19,-683.84,1.08,0.95,-0.04,1013.45,8.32,43,2
00:03:32:830,92.35,2.79,-132.38,92.35,-2.79,132.38,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.11,-6.47,3.05,-5.31,-225.91,-451.57,-675.38,1.09,0.94,-0.07,1013.45,8.3,43,2
00:03:32:946,92.47,2.78,-132.49,92.47,-2.78,132.49,0.35,-0.63,-0.62,0.3,0.09,1,-0.13,-6.35,3.05,-5.25,-238.17,-435.76,-670.3,1.09,0.95,-0.09,1013.46,8.25,42,2
00:03:33:061,92.81,2.71,-132.53,92.81,-2.71,132.53,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.1,-6.65,2.87,-5.13,-222.41,-426.97,-671.99,1.08,0.95,-0.06,1013.46,8.31,43,2
00:03:33:186,93.05,2.82,-132.46,93.05,-2.82,132.46,0.35,-0.64,-0.62,0.3,0.09,0.98,-0.05,-6.59,2.87,-5.25,-246.92,-426.97,-668.6,1.09,0.93,0,1013.46,8.26,43,2
00:03:33:301,92.74,2.91,-132.46,92.74,-2.91,132.46,0.35,-0.63,-0.62,0.3,0.08,0.99,-0.08,-6.53,3.3,-5.13,-229.41,-444.55,-678.76,1.08,0.94,-0.03,1013.44,8.41,43,2
00:03:33:417,92.62,2.98,-132.49,92.62,-2.98,132.49,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.11,-6.23,3.3,-5.25,-224.16,-421.7,-660.14,1.09,0.94,-0.06,1013.41,8.55,44,2
00:03:33:532,92.44,2.99,-132.44,92.44,-2.99,132.44,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.12,-6.47,3.11,-5.13,-232.91,-430.49,-682.15,1.09,0.94,-0.08,1013.43,8.54,43,2
00:03:33:648,92.59,2.88,-132.41,92.59,-2.88,132.41,0.35,-0.63,-0.62,0.3,0.08,1,-0.14,-6.16,3.17,-5.25,-239.92,-437.52,-678.76,1.08,0.95,-0.09,1013.42,8.57,43,2
00:03:33:763,92.85,2.76,-132.43,92.85,-2.76,132.43,0.35,-0.63,-0.62,0.3,0.09,1,-0.11,-6.41,2.93,-5.13,-238.17,-425.22,-680.45,1.09,0.95,-0.06,1013.44,8.45,43,2
00:03:33:879,93.15,2.68,-132.42,93.15,-2.68,132.42,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.11,-6.53,2.93,-5.31,-229.41,-441.03,-665.22,1.08,0.95,-0.05,1013.45,8.46,44,2
00:03:33:995,93.36,2.76,-132.54,93.36,-2.76,132.54,0.35,-0.64,-0.62,0.3,0.1,1,-0.09,-6.41,3.17,-5.07,-232.91,-430.49,-668.6,1.09,0.95,-0.03,1013.45,8.37,42,2
00:03:34:111,93.42,2.69,-132.58,93.42,-2.69,132.58,0.35,-0.64,-0.62,0.3,0.1,1,-0.06,-6.47,2.93,-5.19,-243.42,-441.03,-671.99,1.1,0.95,0,1013.46,8.42,42,2
00:03:34:227,92.87,2.72,-132.62,92.87,-2.72,132.62,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.08,-6.47,3.17,-5.25,-232.91,-426.97,-671.99,1.09,0.94,-0.03,1013.44,8.37,42,2
00:03:34:342,92.76,2.74,-132.58,92.76,-2.74,132.58,0.35,-0.63,-0.62,0.3,0.09,1,-0.1,-6.41,2.99,-5.13,-239.92,-437.52,-671.99,1.09,0.95,-0.05,1013.45,8.37,41,2
00:03:34:458,92.69,2.66,-132.6,92.69,-2.66,132.6,0.35,-0.63,-0.62,0.3,0.09,1,-0.11,-6.41,3.11,-5.19,-229.41,-419.95,-661.83,1.09,0.95,-0.06,1013.44,8.42,43,2
00:03:34:573,92.72,2.7,-132.54,92.72,-2.7,132.54,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.13,-6.29,3.11,-5.31,-234.67,-418.19,-677.07,1.09,0.95,-0.08,1013.44,8.45,41,2
00:03:34:689,92.95,2.61,-132.44,92.95,-2.61,132.44,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.11,-6.53,2.87,-5.19,-246.92,-419.95,-675.38,1.08,0.95,-0.06,1013.42,8.56,43,2
00:03:34:805,93.03,2.6,-132.43,93.03,-2.6,132.43,0.35,-0.64,-0.62,0.3,0.1,0.99,-0.08,-6.77,2.81,-5.13,-229.41,-441.03,-671.99,1.1,0.94,-0.03,1013.42,8.64,43,2
00:03:34:921,92.97,2.55,-132.48,92.97,-2.55,132.48,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.08,-6.53,2.81,-5.25,-225.91,-430.49,-671.99,1.09,0.95,-0.03,1013.43,8.47,45,2
00:03:35:037,92.9,2.61,-132.51,92.9,-2.61,132.51,0.35,-0.64,-0.62,0.3,0.1,1,-0.07,-6.59,2.81,-5.13,-238.17,-435.76,-673.68,1.1,0.95,-0.02,1013.43,8.49,43,2
00:03:35:152,92.61,2.65,-132.55,92.61,-2.65,132.55,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.09,-6.53,3.05,-5.25,-239.92,-444.55,-665.22,1.09,0.94,-0.04,1013.43,8.57,41,2
00:03:35:268,92.67,2.73,-132.61,92.67,-2.73,132.61,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.1,-6.35,3.11,-5.13,-234.67,-425.22,-673.68,1.09,0.94,-0.06,1013.42,8.61,43,2
00:03:35:383,92.89,2.67,-132.58,92.89,-2.67,132.58,0.35,-0.64,-0.62,0.3,0.08,0.98,-0.09,-6.59,3.17,-5.19,-236.42,-437.52,-671.99,1.08,0.94,-0.04,1013.43,8.56,43,2
00:03:35:509,93.01,2.64,-132.61,93.01,-2.64,132.61,0.35,-0.64,-0.62,0.3,0.1,1,-0.08,-6.35,2.99,-5.25,-232.91,-426.97,-671.99,1.1,0.95,-0.02,1013.43,8.48,45,2
00:03:35:625,92.95,2.68,-132.58,92.95,-2.68,132.58,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.07,-6.59,3.05,-5.25,-241.67,-432.25,-653.37,1.08,0.94,-0.02,1013.42,8.71,41,2
00:03:35:741,92.72,2.65,-132.65,92.72,-2.65,132.65,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.08,-6.53,3.05,-5.19,-231.16,-435.76,-673.68,1.09,0.94,-0.04,1013.42,8.69,43,2
00:03:35:857,92.74,2.67,-132.69,92.74,-2.67,132.69,0.35,-0.63,-0.62,0.3,0.09,0.99,-0.11,-6.41,2.99,-5.19,-231.16,-442.79,-660.14,1.09,0.94,-0.06,1013.42,8.59,42,2
00:03:35:972,92.72,2.66,-132.8,92.72,-2.66,132.8,0.35,-0.64,-0.62,0.3,0.09,1,-0.13,-6.29,3.23,-5.25,-243.42,-419.95,-668.6,1.08,0.95,-0.09,1013.43,8.54,43,2
00:03:36:088,92.91,2.66,-132.75,92.91,-2.66,132.75,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.11,-6.77,2.69,-5.19,-241.67,-442.79,-673.68,1.09,0.94,-0.06,1013.42,8.59,41,2
00:03:36:203,93.09,2.63,-132.82,93.09,-2.63,132.82,0.35,-0.64,-0.62,0.3,0.08,0.99,-0.09,-6.53,2.93,-5.13,-245.17,-439.27,-670.3,1.08,0.95,-0.03,1013.42,8.56,45,2
00:03:36:319,93.21,2.59,-132.86,93.21,-2.59,132.86,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.06,-6.9,2.81,-5.19,-236.42,-441.03,-685.53,1.08,0.94,0,1013.42,8.63,43,2
00:03:36:435,93.13,2.57,-132.82,93.13,-2.57,132.82,0.35,-0.64,-0.62,0.3,0.09,0.98,-0.06,-6.59,3.11,-5.25,-238.17,-428.73,-680.45,1.09,0.94,-0.01,1013.41,8.49,41,2
00:03:36:551,93,2.7,-132.72,93,-2.7,132.72,0.35,-0.64,-0.62,0.3,0.09,0.99,-0.06,-6.47,3.17,-5.19,-227.66,-428.73,-687.22,1.08,0.95,-0.01,1013.43,8.51,43,2
00:03:36:667,92.73,2.87,-132.62,92.73,-2.87,132.62,0.35,-0.63,-0.62,0.3,0.08,0.98,-0.09,-6.41,3.36,-5.13,-236.42,-434,-668.6,1.08,0.93,-0.04,1013.42,8.59,42,2
00:03:36:782,92.71,2.93,-132.62,92.71,-2.93,132.62,0.35,-0.63,-0.62,0.3,0.08,0.98,-0.1,-6.47,3.17,-5.13,-232.91,-430.49,-678.76,1.08,0.93,-0.05,1013.43,8.6,43,2
